Storage Project Type,Formation Number UID,Basin,Formation Identifier,Formation State,Formation Centroid Longitude,Formation Centroid Latitude,,Point Source Coordinates Latitude,Point Source Coordinates Longitude,Dedicated or Trunkline Distance,Distance Estimate for CO2_T_COM Results,Dedicated or Trunkline Transport Cost,Parallel Trunkline Multiplier,Gathering Line Distance,Gathering Line Transport Cost,Distribution Line Distance,Distribution Line Cost,Combined Transport Cost,PISC,Shovel Ready EOR,Storage Cost,30 Year Capacity,T&S Cost If Eligible,Formation Identifier (Rpt.),,CTS Tool Utility: Storage Lookup Key
Storage Project Type (SALINE = saline aquifer; EOR = conventional oilfield converted to CO2 Enhanced Oil Revocery),"The unique identifying number aligns to CO2_S_COM geologic database formations, and CO2 EOR Evaluation System oilfields","The basin name is based on USGS oil and gas province names, used for conventional oilfields",aligns to CO2_S_COM geologic database formations; the numbers refer to defined portions of the overall reservoir,U.S. state abbreviation where the formation centroid is located,Saline formation or Basin - State (oilfield proxy) geographic centroid longitude,Saline formation or Basin - State (oilfield proxy) geographic centroid latitude,,latitude; decimal degrees (based on user source location input),longitude; decimal degrees (based on user source location input),"straight-line distance between point source and formation centroid, in miles, accounting for curvature of the earth","distance between point source and formation centroid, rounded to nearest 10 miles, accounting for user input tortuosity","CO2_T_COM FYBE cost, adjusted to user selected cost basis year","number of parallel trunklines selected by user (1, 2, or 3); default is 1 if dedicated pipeline option is selected by user","pipeline distance between point source and trunkline, if selected; 1/10th the length of the trunkline, maximum of 50 miles","CO2_T_COM FYBE cost of gathering pipeline, if trunkline option is selected by user","pipeline distance between trunkline and storage site, if trunkline selected; 1/10th the length of the trunkline, maximum of 50 miles","CO2_T_COM FYBE cost of distribution pipeline, if trunkline option is selected by user","Total Transport cost, for all estimated distances below 1000 miles.  CTS tool assumes pipelines over 1000 miles are not tenable.","Post Injection Site Care duration in years based on user selection, for saline storage projects","Flag whether the conventional oilfield is near the end of secondary (waterflood) recovery and could be likely to economically transition to tertiary (EOR) recovery, based on original and current oil in place estimates",CO2_S_COM FYBE cost of storage; or CO2 EOR Evaluation System FYBE price of CO2,"Flag whether the saline formation or conventional oilfield has adequate CO2 storage capacity, accounting for pressure interference, for 30 years of storage at user selected injection rate","Combined Transport and Storage FYBE cost, from Co2 source's perspective, if appropraite flags are ""Yes"" and transportation distance is <1000 miles","The unique identifying number aligns to CO2_S_COM geologic database formations, and CO2 EOR Evaluation System oilfields, repeated for CTS tool lookup functionality",,PISC - State - Average Mass Flow Rate - Formation - Capacity Factor lookup key for CO2_S_COM FYBE prices
SALINE/EOR,#,Basin - State Abbreviation (if multi-state basin),Formation and Number,Abbv.,decimal degrees,decimal degrees,,lat,long,mi,mi,2023$/t,multiple,mi,2023$/t,mi,2023$/t,2023$/t,Years,Yes/No,2023$/t,yes/no,2023$/t,fm,,S_COM cost lookup
EOR, DOTX6612800,Bend Arch - Ft. Worth Basin - TX, DOTX6612800, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,100,YES,105.8175332, DOTX6612800,,
EOR, DOTX6613600,Bend Arch - Ft. Worth Basin - TX, DOTX6613600, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,95,NO,100.8175332, DOTX6613600,,
EOR, DOTX6614200,Bend Arch - Ft. Worth Basin - TX, DOTX6614200, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,YES,86,NO,91.81753317, DOTX6614200,,
EOR, DOTX6614300,Bend Arch - Ft. Worth Basin - TX, DOTX6614300, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,2,YES,7.817533167, DOTX6614300,,
EOR, DOTX6614400,Bend Arch - Ft. Worth Basin - TX, DOTX6614400, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,YES,-25,NO,-19.18246683, DOTX6614400,,
EOR, DOTX6614500,Bend Arch - Ft. Worth Basin - TX, DOTX6614500, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,YES,100,NO,105.8175332, DOTX6614500,,
EOR, DOTX6615400,Bend Arch - Ft. Worth Basin - TX, DOTX6615400, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,74,YES,79.81753317, DOTX6615400,,
EOR, DOTX6616600,Bend Arch - Ft. Worth Basin - TX, DOTX6616600, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,33,YES,38.81753317, DOTX6616600,,
EOR, DOTX6617200,Bend Arch - Ft. Worth Basin - TX, DOTX6617200, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,100,NO,105.8175332, DOTX6617200,,
EOR, DOTX6618500,Bend Arch - Ft. Worth Basin - TX, DOTX6618500, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,81,NO,86.81753317, DOTX6618500,,
EOR, DOTX6620700,Bend Arch - Ft. Worth Basin - TX, DOTX6620700, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,YES,100,NO,105.8175332, DOTX6620700,,
EOR, DOTX6621400,Bend Arch - Ft. Worth Basin - TX, DOTX6621400, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,YES,100,NO,105.8175332, DOTX6621400,,
EOR, DOTX6621500,Bend Arch - Ft. Worth Basin - TX, DOTX6621500, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,-18,YES,-12.18246683, DOTX6621500,,
EOR, DOTX6622200,Bend Arch - Ft. Worth Basin - TX, DOTX6622200, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,100,NO,105.8175332, DOTX6622200,,
EOR, DOTX6622900,Bend Arch - Ft. Worth Basin - TX, DOTX6622900, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,100,NO,105.8175332, DOTX6622900,,
EOR, DOTX6623600,Bend Arch - Ft. Worth Basin - TX, DOTX6623600, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,100,NO,105.8175332, DOTX6623600,,
EOR, DOTX6623900,Bend Arch - Ft. Worth Basin - TX, DOTX6623900, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,YES,100,NO,105.8175332, DOTX6623900,,
EOR, DOTX6630100,Bend Arch - Ft. Worth Basin - TX, DOTX6630100, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,YES,100,NO,105.8175332, DOTX6630100,,
EOR, DOTX6633800,Bend Arch - Ft. Worth Basin - TX, DOTX6633800, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,86,NO,91.81753317, DOTX6633800,,
EOR, DOTX6637200,Bend Arch - Ft. Worth Basin - TX, DOTX6637200, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,100,NO,105.8175332, DOTX6637200,,
EOR, DOTX6638400,Bend Arch - Ft. Worth Basin - TX, DOTX6638400, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,-65,YES,-59.18246683, DOTX6638400,,
EOR, DOTX6644300,Bend Arch - Ft. Worth Basin - TX, DOTX6644300, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,YES,100,NO,105.8175332, DOTX6644300,,
EOR, DOTX6647800,Bend Arch - Ft. Worth Basin - TX, DOTX6647800, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,YES,100,NO,105.8175332, DOTX6647800,,
EOR, DOTX6649300,Bend Arch - Ft. Worth Basin - TX, DOTX6649300, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,YES,45,NO,50.81753317, DOTX6649300,,
EOR, DOTX6650000,Bend Arch - Ft. Worth Basin - TX, DOTX6650000, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,33,NO,38.81753317, DOTX6650000,,
EOR, DOTX6650900,Bend Arch - Ft. Worth Basin - TX, DOTX6650900, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,YES,100,NO,105.8175332, DOTX6650900,,
EOR, DOTX6651300,Bend Arch - Ft. Worth Basin - TX, DOTX6651300, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,100,NO,105.8175332, DOTX6651300,,
EOR, DOTX6653700,Bend Arch - Ft. Worth Basin - TX, DOTX6653700, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,100,NO,105.8175332, DOTX6653700,,
EOR, DOTX6654900,Bend Arch - Ft. Worth Basin - TX, DOTX6654900, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,100,NO,105.8175332, DOTX6654900,,
EOR, DOTX6656000,Bend Arch - Ft. Worth Basin - TX, DOTX6656000, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,100,NO,105.8175332, DOTX6656000,,
EOR, DOTX6657500,Bend Arch - Ft. Worth Basin - TX, DOTX6657500, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,100,NO,105.8175332, DOTX6657500,,
EOR, DOTX6661400,Bend Arch - Ft. Worth Basin - TX, DOTX6661400, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,-70,NO,-64.18246683, DOTX6661400,,
EOR, DOTX6668000,Bend Arch - Ft. Worth Basin - TX, DOTX6668000, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,40,NO,45.81753317, DOTX6668000,,
EOR, DOTX6672500,Bend Arch - Ft. Worth Basin - TX, DOTX6672500, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,83,NO,88.81753317, DOTX6672500,,
EOR, DOTX6674400,Bend Arch - Ft. Worth Basin - TX, DOTX6674400, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,YES,100,NO,105.8175332, DOTX6674400,,
EOR, DOTX6676700,Bend Arch - Ft. Worth Basin - TX, DOTX6676700, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,YES,100,NO,105.8175332, DOTX6676700,,
EOR, DOTX6697100,Bend Arch - Ft. Worth Basin - TX, DOTX6697100, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,-21,NO,-15.18246683, DOTX6697100,,
EOR, DOTX6698600,Bend Arch - Ft. Worth Basin - TX, DOTX6698600, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,YES,100,NO,105.8175332, DOTX6698600,,
EOR, DOTX6698800,Bend Arch - Ft. Worth Basin - TX, DOTX6698800, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,YES,100,NO,105.8175332, DOTX6698800,,
EOR, DOTX6702800,Bend Arch - Ft. Worth Basin - TX, DOTX6702800, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,16,YES,21.81753317, DOTX6702800,,
EOR, DOTX6702900,Bend Arch - Ft. Worth Basin - TX, DOTX6702900, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,93,NO,98.81753317, DOTX6702900,,
EOR, DOTX6704400,Bend Arch - Ft. Worth Basin - TX, DOTX6704400, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,YES,100,NO,105.8175332, DOTX6704400,,
EOR, DOTX6707200,Bend Arch - Ft. Worth Basin - TX, DOTX6707200, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,100,NO,105.8175332, DOTX6707200,,
EOR, DOTX6711400,Bend Arch - Ft. Worth Basin - TX, DOTX6711400, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,-81,NO,-75.18246683, DOTX6711400,,
EOR, DOTX6711500,Bend Arch - Ft. Worth Basin - TX, DOTX6711500, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,100,NO,105.8175332, DOTX6711500,,
EOR, DOTX6720800,Bend Arch - Ft. Worth Basin - TX, DOTX6720800, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,100,NO,105.8175332, DOTX6720800,,
EOR, DOTX6728100,Bend Arch - Ft. Worth Basin - TX, DOTX6728100, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,100,NO,105.8175332, DOTX6728100,,
EOR, DOTX6737300,Bend Arch - Ft. Worth Basin - TX, DOTX6737300, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,29,YES,34.81753317, DOTX6737300,,
EOR, DOTX6738000,Bend Arch - Ft. Worth Basin - TX, DOTX6738000, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,-123,YES,-117.1824668, DOTX6738000,,
EOR, DOTX6739000,Bend Arch - Ft. Worth Basin - TX, DOTX6739000, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,YES,49,NO,54.81753317, DOTX6739000,,
EOR, DOTX6740300,Bend Arch - Ft. Worth Basin - TX, DOTX6740300, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,100,NO,105.8175332, DOTX6740300,,
EOR, DOTX6740800,Bend Arch - Ft. Worth Basin - TX, DOTX6740800, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,100,NO,105.8175332, DOTX6740800,,
EOR, DOTX6740900,Bend Arch - Ft. Worth Basin - TX, DOTX6740900, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,100,NO,105.8175332, DOTX6740900,,
EOR, DOTX6741100,Bend Arch - Ft. Worth Basin - TX, DOTX6741100, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,-31,NO,-25.18246683, DOTX6741100,,
EOR, DOTX6742400,Bend Arch - Ft. Worth Basin - TX, DOTX6742400, TX,-98.661315,32.528536,,32.7666,-96.7779,110.920943,130,4.359540984,1,10,0.837262838,10,0.620729345,5.817533167,,NO,100,NO,105.8175332, DOTX6742400,,
EOR, DOMT6789900,Bighorn Basin - MT, DOMT6789900, MT,-109.112331,45.206209,,32.7666,-96.7779,1083.679304,1250,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,NO,-29,YES,#N/A, DOMT6789900,,
EOR, DOMT6794600,Bighorn Basin - MT, DOMT6794600, MT,-109.112331,45.206209,,32.7666,-96.7779,1083.679304,1250,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,NO,100,NO,#N/A, DOMT6794600,,
EOR, DOMT6794700,Bighorn Basin - MT, DOMT6794700, MT,-109.112331,45.206209,,32.7666,-96.7779,1083.679304,1250,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,NO,100,NO,#N/A, DOMT6794700,,
EOR, DOWY6787700,Bighorn Basin - WY, DOWY6787700, WY,-108.385542,44.283143,,32.7666,-96.7779,1012.299932,1160,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,NO,-52,YES,#N/A, DOWY6787700,,
EOR, DOWY6788200,Bighorn Basin - WY, DOWY6788200, WY,-108.385542,44.283143,,32.7666,-96.7779,1012.299932,1160,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,NO,-41,YES,#N/A, DOWY6788200,,
EOR, DOWY6789400,Bighorn Basin - WY, DOWY6789400, WY,-108.385542,44.283143,,32.7666,-96.7779,1012.299932,1160,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,NO,35,YES,#N/A, DOWY6789400,,
EOR, DOWY6790300,Bighorn Basin - WY, DOWY6790300, WY,-108.385542,44.283143,,32.7666,-96.7779,1012.299932,1160,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,NO,-56,YES,#N/A, DOWY6790300,,
EOR, DOWY6791300,Bighorn Basin - WY, DOWY6791300, WY,-108.385542,44.283143,,32.7666,-96.7779,1012.299932,1160,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,NO,-55,YES,#N/A, DOWY6791300,,
EOR, DOWY6792700,Bighorn Basin - WY, DOWY6792700, WY,-108.385542,44.283143,,32.7666,-96.7779,1012.299932,1160,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,NO,-12,NO,#N/A, DOWY6792700,,
EOR, DOWY6793000,Bighorn Basin - WY, DOWY6793000, WY,-108.385542,44.283143,,32.7666,-96.7779,1012.299932,1160,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,NO,-35,YES,#N/A, DOWY6793000,,
EOR, DOWY6793200,Bighorn Basin - WY, DOWY6793200, WY,-108.385542,44.283143,,32.7666,-96.7779,1012.299932,1160,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,NO,38,NO,#N/A, DOWY6793200,,
EOR, DOWY6793400,Bighorn Basin - WY, DOWY6793400, WY,-108.385542,44.283143,,32.7666,-96.7779,1012.299932,1160,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,NO,100,NO,#N/A, DOWY6793400,,
EOR, DOWY6793700,Bighorn Basin - WY, DOWY6793700, WY,-108.385542,44.283143,,32.7666,-96.7779,1012.299932,1160,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,NO,45,NO,#N/A, DOWY6793700,,
EOR, DOWY6794400,Bighorn Basin - WY, DOWY6794400, WY,-108.385542,44.283143,,32.7666,-96.7779,1012.299932,1160,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,NO,25,NO,#N/A, DOWY6794400,,
EOR, DOWY6795000,Bighorn Basin - WY, DOWY6795000, WY,-108.385542,44.283143,,32.7666,-96.7779,1012.299932,1160,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,NO,100,NO,#N/A, DOWY6795000,,
EOR, DOWY6795100,Bighorn Basin - WY, DOWY6795100, WY,-108.385542,44.283143,,32.7666,-96.7779,1012.299932,1160,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,NO,100,NO,#N/A, DOWY6795100,,
EOR, DOWY6795400,Bighorn Basin - WY, DOWY6795400, WY,-108.385542,44.283143,,32.7666,-96.7779,1012.299932,1160,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,YES,36,NO,#N/A, DOWY6795400,,
EOR, DOWY6795900,Bighorn Basin - WY, DOWY6795900, WY,-108.385542,44.283143,,32.7666,-96.7779,1012.299932,1160,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,NO,-2,YES,#N/A, DOWY6795900,,
EOR, DOWY6796000,Bighorn Basin - WY, DOWY6796000, WY,-108.385542,44.283143,,32.7666,-96.7779,1012.299932,1160,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,NO,100,NO,#N/A, DOWY6796000,,
EOR, DOWY6796400,Bighorn Basin - WY, DOWY6796400, WY,-108.385542,44.283143,,32.7666,-96.7779,1012.299932,1160,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,NO,16,YES,#N/A, DOWY6796400,,
EOR, DOWY6796800,Bighorn Basin - WY, DOWY6796800, WY,-108.385542,44.283143,,32.7666,-96.7779,1012.299932,1160,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,YES,100,NO,#N/A, DOWY6796800,,
EOR, DOWY6798000,Bighorn Basin - WY, DOWY6798000, WY,-108.385542,44.283143,,32.7666,-96.7779,1012.299932,1160,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,NO,-81,YES,#N/A, DOWY6798000,,
EOR, DOWY6798100,Bighorn Basin - WY, DOWY6798100, WY,-108.385542,44.283143,,32.7666,-96.7779,1012.299932,1160,#N/A,1,50,4.013087396,50,2.569530778,#N/A,,NO,100,NO,#N/A, DOWY6798100,,
EOR, DOKS6367600,Cambridge Arch - Central Kansas - KS, DOKS6367600, KS,-100.297088,40.057993,,32.7666,-96.7779,540.9278089,620,19.08381848,1,50,4.013087396,50,2.569530778,25.66643665,,NO,-73,YES,-47.33356335, DOKS6367600,,
EOR, DOKS6422400,Cambridge Arch - Central Kansas - KS, DOKS6422400, KS,-100.297088,40.057993,,32.7666,-96.7779,540.9278089,620,19.08381848,1,50,4.013087396,50,2.569530778,25.66643665,,NO,7,YES,32.66643665, DOKS6422400,,
EOR, DOKS6422700,Cambridge Arch - Central Kansas - KS, DOKS6422700, KS,-100.297088,40.057993,,32.7666,-96.7779,540.9278089,620,19.08381848,1,50,4.013087396,50,2.569530778,25.66643665,,YES,-105,YES,-79.33356335, DOKS6422700,,
EOR, DOKS6422800,Cambridge Arch - Central Kansas - KS, DOKS6422800, KS,-100.297088,40.057993,,32.7666,-96.7779,540.9278089,620,19.08381848,1,50,4.013087396,50,2.569530778,25.66643665,,NO,-41,YES,-15.33356335, DOKS6422800,,
EOR, DOKS6423000,Cambridge Arch - Central Kansas - KS, DOKS6423000, KS,-100.297088,40.057993,,32.7666,-96.7779,540.9278089,620,19.08381848,1,50,4.013087396,50,2.569530778,25.66643665,,NO,-39,NO,-13.33356335, DOKS6423000,,
EOR, DOKS6423100,Cambridge Arch - Central Kansas - KS, DOKS6423100, KS,-100.297088,40.057993,,32.7666,-96.7779,540.9278089,620,19.08381848,1,50,4.013087396,50,2.569530778,25.66643665,,NO,57,YES,82.66643665, DOKS6423100,,
EOR, DOKS6423300,Cambridge Arch - Central Kansas - KS, DOKS6423300, KS,-100.297088,40.057993,,32.7666,-96.7779,540.9278089,620,19.08381848,1,50,4.013087396,50,2.569530778,25.66643665,,YES,100,YES,125.6664367, DOKS6423300,,
EOR, DOKS6423600,Cambridge Arch - Central Kansas - KS, DOKS6423600, KS,-100.297088,40.057993,,32.7666,-96.7779,540.9278089,620,19.08381848,1,50,4.013087396,50,2.569530778,25.66643665,,NO,-36,YES,-10.33356335, DOKS6423600,,
EOR, DOKS6423800,Cambridge Arch - Central Kansas - KS, DOKS6423800, KS,-100.297088,40.057993,,32.7666,-96.7779,540.9278089,620,19.08381848,1,50,4.013087396,50,2.569530778,25.66643665,,YES,100,YES,125.6664367, DOKS6423800,,
EOR, DOKS6423900,Cambridge Arch - Central Kansas - KS, DOKS6423900, KS,-100.297088,40.057993,,32.7666,-96.7779,540.9278089,620,19.08381848,1,50,4.013087396,50,2.569530778,25.66643665,,YES,100,NO,125.6664367, DOKS6423900,,
EOR, DOKS6424100,Cambridge Arch - Central Kansas - KS, DOKS6424100, KS,-100.297088,40.057993,,32.7666,-96.7779,540.9278089,620,19.08381848,1,50,4.013087396,50,2.569530778,25.66643665,,NO,-127,YES,-101.3335633, DOKS6424100,,
EOR, DOKS6424300,Cambridge Arch - Central Kansas - KS, DOKS6424300, KS,-100.297088,40.057993,,32.7666,-96.7779,540.9278089,620,19.08381848,1,50,4.013087396,50,2.569530778,25.66643665,,YES,-37,NO,-11.33356335, DOKS6424300,,
EOR, DOKS6424500,Cambridge Arch - Central Kansas - KS, DOKS6424500, KS,-100.297088,40.057993,,32.7666,-96.7779,540.9278089,620,19.08381848,1,50,4.013087396,50,2.569530778,25.66643665,,NO,-24,YES,1.666436652, DOKS6424500,,
EOR, DOKS6424600,Cambridge Arch - Central Kansas - KS, DOKS6424600, KS,-100.297088,40.057993,,32.7666,-96.7779,540.9278089,620,19.08381848,1,50,4.013087396,50,2.569530778,25.66643665,,NO,-77,YES,-51.33356335, DOKS6424600,,
EOR, DOKS6424700,Cambridge Arch - Central Kansas - KS, DOKS6424700, KS,-100.297088,40.057993,,32.7666,-96.7779,540.9278089,620,19.08381848,1,50,4.013087396,50,2.569530778,25.66643665,,YES,100,YES,125.6664367, DOKS6424700,,
EOR, DOKS6424800,Cambridge Arch - Central Kansas - KS, DOKS6424800, KS,-100.297088,40.057993,,32.7666,-96.7779,540.9278089,620,19.08381848,1,50,4.013087396,50,2.569530778,25.66643665,,YES,-7,YES,18.66643665, DOKS6424800,,
EOR, DOKS6424900,Cambridge Arch - Central Kansas - KS, DOKS6424900, KS,-100.297088,40.057993,,32.7666,-96.7779,540.9278089,620,19.08381848,1,50,4.013087396,50,2.569530778,25.66643665,,YES,52,NO,77.66643665, DOKS6424900,,
EOR, DOKS6425100,Cambridge Arch - Central Kansas - KS, DOKS6425100, KS,-100.297088,40.057993,,32.7666,-96.7779,540.9278089,620,19.08381848,1,50,4.013087396,50,2.569530778,25.66643665,,YES,54,NO,79.66643665, DOKS6425100,,
EOR, DOKS6425200,Cambridge Arch - Central Kansas - KS, DOKS6425200, KS,-100.297088,40.057993,,32.7666,-96.7779,540.9278089,620,19.08381848,1,50,4.013087396,50,2.569530778,25.66643665,,YES,41,YES,66.66643665, DOKS6425200,,
EOR, DOKS6425600,Cambridge Arch - Central Kansas - KS, DOKS6425600, KS,-100.297088,40.057993,,32.7666,-96.7779,540.9278089,620,19.08381848,1,50,4.013087396,50,2.569530778,25.66643665,,NO,10,NO,35.66643665, DOKS6425600,,
EOR, DOKS6425800,Cambridge Arch - Central Kansas - KS, DOKS6425800, KS,-100.297088,40.057993,,32.7666,-96.7779,540.9278089,620,19.08381848,1,50,4.013087396,50,2.569530778,25.66643665,,NO,100,NO,125.6664367, DOKS6425800,,
